antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'view', 'changed'})",frozenset({'notify'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'notify'}),"frozenset({'view', 'changed'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'changed'}),"frozenset({'view', 'notify'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'retrofit', 'class'})",frozenset({'converter'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'converter', 'class'})",frozenset({'retrofit'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'retrofit'}),"frozenset({'converter', 'class'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'converter'}),"frozenset({'retrofit', 'class'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'java', 'exception'})",frozenset({'illegal'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'illegal'}),"frozenset({'java', 'exception'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'remove', 'keyboard'})",frozenset({'focus'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'focus'}),"frozenset({'remove', 'keyboard'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'token', 'google'})",frozenset({'null'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'google', 'null'})",frozenset({'token'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'token'}),"frozenset({'google', 'null'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'null'}),"frozenset({'token', 'google'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'refresh', 'layout'})",frozenset({'swipe'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'swipe', 'layout'})",frozenset({'refresh'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'refresh'}),"frozenset({'swipe', 'layout'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'swipe'}),"frozenset({'refresh', 'layout'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'navigation', 'status'})",frozenset({'translucent'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'translucent'}),"frozenset({'navigation', 'status'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'token', 'sign'})",frozenset({'null'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'sign', 'null'})",frozenset({'token'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'token'}),"frozenset({'sign', 'null'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'null'}),"frozenset({'token', 'sign'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'view', 'notify', 'recycler'})",frozenset({'changed'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'view', 'recycler', 'changed'})",frozenset({'notify'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'view', 'notify'})","frozenset({'recycler', 'changed'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'view', 'changed'})","frozenset({'notify', 'recycler'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'notify', 'recycler'})","frozenset({'view', 'changed'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'recycler', 'changed'})","frozenset({'view', 'notify'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'notify'}),"frozenset({'view', 'recycler', 'changed'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'changed'}),"frozenset({'view', 'notify', 'recycler'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'token', 'google', 'sign'})",frozenset({'null'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'google', 'sign', 'null'})",frozenset({'token'}),0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'token', 'google'})","frozenset({'sign', 'null'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'token', 'sign'})","frozenset({'google', 'null'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'google', 'null'})","frozenset({'token', 'sign'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
"frozenset({'sign', 'null'})","frozenset({'token', 'google'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'token'}),"frozenset({'google', 'sign', 'null'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'null'}),"frozenset({'token', 'google', 'sign'})",0.006968641114982578,0.006968641114982578,0.006968641114982578,1.0,143.5,0.006920079155993152,inf
frozenset({'dark'}),frozenset({'light'}),0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
frozenset({'illegal'}),frozenset({'java'}),0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
frozenset({'null'}),frozenset({'sign'}),0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
frozenset({'token'}),frozenset({'sign'}),0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
"frozenset({'android', 'dark'})",frozenset({'light'}),0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
frozenset({'dark'}),"frozenset({'android', 'light'})",0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
frozenset({'width'}),"frozenset({'android', 'height'})",0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
"frozenset({'exception', 'illegal'})",frozenset({'java'}),0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
"frozenset({'google', 'null'})",frozenset({'sign'}),0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
frozenset({'null'}),"frozenset({'google', 'sign'})",0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
"frozenset({'token', 'google'})",frozenset({'sign'}),0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
frozenset({'token'}),"frozenset({'google', 'sign'})",0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
"frozenset({'token', 'null'})",frozenset({'sign'}),0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
frozenset({'specific'}),"frozenset({'url', 'open'})",0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
"frozenset({'keyboard', 'close'})","frozenset({'android', 'soft'})",0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
"frozenset({'marker', 'android'})","frozenset({'google', 'navigation'})",0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
"frozenset({'token', 'google', 'null'})",frozenset({'sign'}),0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
"frozenset({'token', 'null'})","frozenset({'google', 'sign'})",0.006968641114982578,0.010452961672473868,0.006968641114982578,1.0,95.66666666666666,0.00689579817649844,inf
frozenset({'illegal'}),frozenset({'exception'}),0.006968641114982578,0.013937282229965157,0.006968641114982578,1.0,71.75,0.006871517197003727,inf
frozenset({'specific'}),frozenset({'url'}),0.006968641114982578,0.013937282229965157,0.006968641114982578,1.0,71.75,0.006871517197003727,inf
frozenset({'ui'}),frozenset({'thread'}),0.006968641114982578,0.013937282229965157,0.006968641114982578,1.0,71.75,0.006871517197003727,inf
"frozenset({'icon', 'navigation'})",frozenset({'drawer'}),0.006968641114982578,0.013937282229965157,0.006968641114982578,1.0,71.75,0.006871517197003727,inf
"frozenset({'java', 'illegal'})",frozenset({'exception'}),0.006968641114982578,0.013937282229965157,0.006968641114982578,1.0,71.75,0.006871517197003727,inf
"frozenset({'specific', 'open'})",frozenset({'url'}),0.006968641114982578,0.013937282229965157,0.006968641114982578,1.0,71.75,0.006871517197003727,inf
"frozenset({'android', 'google', 'navigation'})",frozenset({'marker'}),0.006968641114982578,0.013937282229965157,0.006968641114982578,1.0,71.75,0.006871517197003727,inf
"frozenset({'marker', 'google'})","frozenset({'android', 'navigation'})",0.006968641114982578,0.013937282229965157,0.006968641114982578,1.0,71.75,0.006871517197003727,inf
frozenset({'observable'}),frozenset({'adapter'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
frozenset({'lower'}),frozenset({'api'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
frozenset({'changed'}),frozenset({'recycler'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
frozenset({'converter'}),frozenset({'class'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
frozenset({'retrofit'}),frozenset({'class'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
frozenset({'focus'}),frozenset({'remove'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
frozenset({'notify'}),frozenset({'recycler'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'call', 'observable'})",frozenset({'adapter'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'android', 'soft'})",frozenset({'close'}),0.010452961672473868,0.017421602787456445,0.010452961672473868,1.0,57.400000000000006,0.010270854326263523,inf
frozenset({'landscape'}),"frozenset({'android', 'phone'})",0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'notify', 'changed'})",frozenset({'recycler'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'view', 'changed'})",frozenset({'recycler'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
frozenset({'changed'}),"frozenset({'view', 'recycler'})",0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'retrofit', 'converter'})",frozenset({'class'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'keyboard', 'focus'})",frozenset({'remove'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'hide', 'google'})",frozenset({'map'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'programmatically', 'screen'})",frozenset({'home'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'view', 'notify'})",frozenset({'recycler'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
frozenset({'notify'}),"frozenset({'view', 'recycler'})",0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'android', 'keyboard', 'soft'})",frozenset({'close'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'marker', 'navigation'})","frozenset({'android', 'google'})",0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'view', 'open'})","frozenset({'android', 'web'})",0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'view', 'notify', 'changed'})",frozenset({'recycler'}),0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
"frozenset({'notify', 'changed'})","frozenset({'view', 'recycler'})",0.006968641114982578,0.017421602787456445,0.006968641114982578,1.0,57.400000000000006,0.006847236217509015,inf
frozenset({'unable'}),frozenset({'create'}),0.006968641114982578,0.020905923344947737,0.006968641114982578,1.0,47.83333333333333,0.006822955238014301,inf
frozenset({'landscape'}),frozenset({'phone'}),0.006968641114982578,0.020905923344947737,0.006968641114982578,1.0,47.83333333333333,0.006822955238014301,inf
"frozenset({'landscape', 'android'})",frozenset({'phone'}),0.006968641114982578,0.020905923344947737,0.006968641114982578,1.0,47.83333333333333,0.006822955238014301,inf
"frozenset({'call', 'make'})",frozenset({'phone'}),0.006968641114982578,0.020905923344947737,0.006968641114982578,1.0,47.83333333333333,0.006822955238014301,inf
frozenset({'width'}),frozenset({'height'}),0.006968641114982578,0.024390243902439025,0.006968641114982578,1.0,41.0,0.006798674258519589,inf
frozenset({'refresh'}),frozenset({'layout'}),0.006968641114982578,0.024390243902439025,0.006968641114982578,1.0,41.0,0.006798674258519589,inf
frozenset({'swipe'}),frozenset({'layout'}),0.006968641114982578,0.024390243902439025,0.006968641114982578,1.0,41.0,0.006798674258519589,inf
frozenset({'market'}),"frozenset({'app', 'android'})",0.006968641114982578,0.024390243902439025,0.006968641114982578,1.0,41.0,0.006798674258519589,inf
"frozenset({'android', 'width'})",frozenset({'height'}),0.006968641114982578,0.024390243902439025,0.006968641114982578,1.0,41.0,0.006798674258519589,inf
"frozenset({'get', 'bar'})",frozenset({'height'}),0.006968641114982578,0.024390243902439025,0.006968641114982578,1.0,41.0,0.006798674258519589,inf
"frozenset({'keyboard', 'close'})",frozenset({'soft'}),0.006968641114982578,0.024390243902439025,0.006968641114982578,1.0,41.0,0.006798674258519589,inf
"frozenset({'hide', 'keyboard'})",frozenset({'soft'}),0.006968641114982578,0.024390243902439025,0.006968641114982578,1.0,41.0,0.006798674258519589,inf
"frozenset({'refresh', 'swipe'})",frozenset({'layout'}),0.006968641114982578,0.024390243902439025,0.006968641114982578,1.0,41.0,0.006798674258519589,inf
"frozenset({'programmatically', 'bar'})","frozenset({'android', 'status'})",0.006968641114982578,0.024390243902439025,0.006968641114982578,1.0,41.0,0.006798674258519589,inf
"frozenset({'android', 'keyboard', 'close'})",frozenset({'soft'}),0.006968641114982578,0.024390243902439025,0.006968641114982578,1.0,41.0,0.006798674258519589,inf
frozenset({'alert'}),frozenset({'dialog'}),0.006968641114982578,0.027874564459930314,0.006968641114982578,1.0,35.875,0.006774393279024876,inf
frozenset({'tabs'}),"frozenset({'action', 'bar'})",0.006968641114982578,0.027874564459930314,0.006968641114982578,1.0,35.875,0.006774393279024876,inf
"frozenset({'api', 'google'})",frozenset({'location'}),0.006968641114982578,0.027874564459930314,0.006968641114982578,1.0,35.875,0.006774393279024876,inf
"frozenset({'show', 'bar'})",frozenset({'hide'}),0.006968641114982578,0.027874564459930314,0.006968641114982578,1.0,35.875,0.006774393279024876,inf
"frozenset({'click', 'listener'})",frozenset({'on'}),0.006968641114982578,0.027874564459930314,0.006968641114982578,1.0,35.875,0.006774393279024876,inf
frozenset({'translucent'}),frozenset({'status'}),0.006968641114982578,0.0313588850174216,0.006968641114982578,1.0,31.88888888888889,0.006750112299530163,inf
frozenset({'minimize'}),"frozenset({'android', 'application'})",0.006968641114982578,0.0313588850174216,0.006968641114982578,1.0,31.88888888888889,0.006750112299530163,inf
"frozenset({'programmatically', 'bar'})",frozenset({'status'}),0.006968641114982578,0.0313588850174216,0.006968641114982578,1.0,31.88888888888889,0.006750112299530163,inf
"frozenset({'call', 'phone'})",frozenset({'make'}),0.006968641114982578,0.0313588850174216,0.006968641114982578,1.0,31.88888888888889,0.006750112299530163,inf
"frozenset({'navigation', 'translucent'})",frozenset({'status'}),0.006968641114982578,0.0313588850174216,0.006968641114982578,1.0,31.88888888888889,0.006750112299530163,inf
"frozenset({'hide', 'android', 'bar'})",frozenset({'status'}),0.006968641114982578,0.0313588850174216,0.006968641114982578,1.0,31.88888888888889,0.006750112299530163,inf
"frozenset({'android', 'programmatically', 'bar'})",frozenset({'status'}),0.006968641114982578,0.0313588850174216,0.006968641114982578,1.0,31.88888888888889,0.006750112299530163,inf
frozenset({'tabs'}),frozenset({'action'}),0.006968641114982578,0.03484320557491289,0.006968641114982578,1.0,28.700000000000003,0.00672583132003545,inf
"frozenset({'tabs', 'bar'})",frozenset({'action'}),0.006968641114982578,0.03484320557491289,0.006968641114982578,1.0,28.700000000000003,0.00672583132003545,inf
"frozenset({'view', 'open'})",frozenset({'web'}),0.006968641114982578,0.03484320557491289,0.006968641114982578,1.0,28.700000000000003,0.00672583132003545,inf
"frozenset({'hide', 'status'})","frozenset({'android', 'bar'})",0.006968641114982578,0.03484320557491289,0.006968641114982578,1.0,28.700000000000003,0.00672583132003545,inf
"frozenset({'programmatically', 'status'})","frozenset({'android', 'bar'})",0.006968641114982578,0.03484320557491289,0.006968641114982578,1.0,28.700000000000003,0.00672583132003545,inf
"frozenset({'view', 'android', 'click'})",frozenset({'web'}),0.006968641114982578,0.03484320557491289,0.006968641114982578,1.0,28.700000000000003,0.00672583132003545,inf
"frozenset({'view', 'android', 'open'})",frozenset({'web'}),0.006968641114982578,0.03484320557491289,0.006968641114982578,1.0,28.700000000000003,0.00672583132003545,inf
frozenset({'observable'}),frozenset({'call'}),0.006968641114982578,0.03832752613240418,0.006968641114982578,1.0,26.090909090909093,0.006701550340540738,inf
frozenset({'drawer'}),frozenset({'navigation'}),0.013937282229965157,0.03832752613240418,0.013937282229965157,1.0,26.090909090909093,0.013403100681081475,inf
frozenset({'translucent'}),frozenset({'navigation'}),0.006968641114982578,0.03832752613240418,0.006968641114982578,1.0,26.090909090909093,0.006701550340540738,inf
"frozenset({'adapter', 'observable'})",frozenset({'call'}),0.006968641114982578,0.03832752613240418,0.006968641114982578,1.0,26.090909090909093,0.006701550340540738,inf
"frozenset({'marker', 'android'})",frozenset({'navigation'}),0.006968641114982578,0.03832752613240418,0.006968641114982578,1.0,26.090909090909093,0.006701550340540738,inf
"frozenset({'phone', 'make'})",frozenset({'call'}),0.006968641114982578,0.03832752613240418,0.006968641114982578,1.0,26.090909090909093,0.006701550340540738,inf
"frozenset({'drawer', 'disable'})",frozenset({'navigation'}),0.006968641114982578,0.03832752613240418,0.006968641114982578,1.0,26.090909090909093,0.006701550340540738,inf
"frozenset({'icon', 'drawer'})",frozenset({'navigation'}),0.006968641114982578,0.03832752613240418,0.006968641114982578,1.0,26.090909090909093,0.006701550340540738,inf
"frozenset({'marker', 'google'})",frozenset({'navigation'}),0.006968641114982578,0.03832752613240418,0.006968641114982578,1.0,26.090909090909093,0.006701550340540738,inf
"frozenset({'status', 'translucent'})",frozenset({'navigation'}),0.006968641114982578,0.03832752613240418,0.006968641114982578,1.0,26.090909090909093,0.006701550340540738,inf
"frozenset({'marker', 'android', 'google'})",frozenset({'navigation'}),0.006968641114982578,0.03832752613240418,0.006968641114982578,1.0,26.090909090909093,0.006701550340540738,inf
frozenset({'focus'}),frozenset({'keyboard'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
frozenset({'map'}),frozenset({'google'}),0.017421602787456445,0.041811846689895474,0.017421602787456445,1.0,23.916666666666664,0.01669317340261506,inf
frozenset({'null'}),frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
frozenset({'sign'}),frozenset({'google'}),0.010452961672473868,0.041811846689895474,0.010452961672473868,1.0,23.916666666666664,0.010015904041569037,inf
frozenset({'token'}),frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'android', 'maps'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'marker', 'android'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'api', 'location'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'remove', 'focus'})",frozenset({'keyboard'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'hide', 'map'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'map', 'location'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'maps', 'location'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'map', 'navigation'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'marker', 'navigation'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'sign', 'null'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'token', 'null'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'token', 'sign'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'hide', 'soft'})",frozenset({'keyboard'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'marker', 'android', 'navigation'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
"frozenset({'token', 'sign', 'null'})",frozenset({'google'}),0.006968641114982578,0.041811846689895474,0.006968641114982578,1.0,23.916666666666664,0.006677269361046024,inf
frozenset({'minimize'}),frozenset({'application'}),0.006968641114982578,0.04529616724738676,0.006968641114982578,1.0,22.076923076923077,0.006652988381551312,inf
frozenset({'dynamically'}),frozenset({'set'}),0.006968641114982578,0.04529616724738676,0.006968641114982578,1.0,22.076923076923077,0.006652988381551312,inf
frozenset({'specific'}),frozenset({'open'}),0.006968641114982578,0.04529616724738676,0.006968641114982578,1.0,22.076923076923077,0.006652988381551312,inf
"frozenset({'minimize', 'android'})",frozenset({'application'}),0.006968641114982578,0.04529616724738676,0.006968641114982578,1.0,22.076923076923077,0.006652988381551312,inf
"frozenset({'url', 'browser'})",frozenset({'open'}),0.006968641114982578,0.04529616724738676,0.006968641114982578,1.0,22.076923076923077,0.006652988381551312,inf
"frozenset({'url', 'specific'})",frozenset({'open'}),0.006968641114982578,0.04529616724738676,0.006968641114982578,1.0,22.076923076923077,0.006652988381551312,inf
frozenset({'market'}),frozenset({'app'}),0.006968641114982578,0.04878048780487805,0.006968641114982578,1.0,20.5,0.006628707402056599,inf
"frozenset({'android', 'market'})",frozenset({'app'}),0.006968641114982578,0.04878048780487805,0.006968641114982578,1.0,20.5,0.006628707402056599,inf
